aliveTime,authTime,connectTime,httpType,ipAddress,position,speed
75天,2017/6/14 14:55,0.076,HTTP,121.226.174.177:808,江苏,0.384
,,,,,,
1分钟,2017/6/14 14:55,0.388,HTTPS,175.155.244.24:808,四川德阳,1.94
,,,,,,
62天,2017/6/14 14:55,0.267,HTTPS,114.239.145.62:808,江苏宿迁市泗阳县,1.339
,,,,,,
1分钟,2017/6/14 14:55,0.486,HTTPS,122.241.74.94:808,浙江丽水,2.43
,,,,,,
215天,2017/6/14 14:55,1.183,HTTP,120.76.79.21:80,长城宽带,5.919
,,,,,,
29分钟,2017/6/14 14:52,0.631,HTTPS,222.95.17.28:808,江苏南京,3.155
,,,,,,
29天,2017/6/14 14:52,0.032,HTTP,123.55.191.41:808,河南三门峡,0.164
,,,,,,
35分钟,2017/6/14 14:51,0.305,HTTP,122.245.70.146:808,浙江宁波,1.529
,,,,,,
6分钟,2017/6/14 14:51,0.038,HTTPS,183.165.102.46:808,安徽宣城,0.192
,,,,,,
6分钟,2017/6/14 14:51,0.089,HTTPS,183.165.125.205:808,安徽宣城,0.449
,,,,,,
5分钟,2017/6/14 14:50,0.112,HTTPS,183.165.123.100:808,安徽宣城,0.563
,,,,,,
1分钟,2017/6/14 14:45,0.12,HTTP,112.82.170.8:808,江苏常州,0.602
,,,,,,
51天,2017/6/14 14:45,0.452,HTTPS,117.91.138.215:808,江苏扬州,2.264
,,,,,,
1分钟,2017/6/14 14:45,0.489,HTTP,114.99.2.179:808,安徽安庆,2.445
,,,,,,
1分钟,2017/6/14 14:45,0.048,HTTP,115.213.200.150:808,浙江丽水,0.244
,,,,,,
1分钟,2017/6/14 14:44,0.676,HTTPS,183.165.101.82:808,安徽宣城,3.383
,,,,,,
1分钟,2017/6/14 14:44,0.065,HTTPS,113.70.144.236:808,广东佛山,0.328
,,,,,,
29天,2017/6/14 14:44,0.048,HTTP,115.220.5.41:808,浙江宁波,0.241
,,,,,,
517天,2017/6/14 14:44,1.371,HTTP,114.230.122.191:8090,江苏扬州,6.859
,,,,,,
18分钟,2017/6/14 14:41,0.15,HTTPS,121.62.129.221:808,湖北黄冈,0.75
,,,,,,
2小时,2017/6/14 14:40,1.266,HTTPS,123.55.178.211:808,河南三门峡,6.332
,,,,,,
15分钟,2017/6/14 14:31,0.609,HTTP,106.118.103.21:8998,河北,3.049
,,,,,,
9小时,2017/6/14 14:30,0.149,HTTPS,49.65.165.82:808,江苏苏州,0.746
,,,,,,
1分钟,2017/6/14 14:22,0.657,HTTPS,49.83.215.231:808,江苏盐城,3.288
,,,,,,
63天,2017/6/14 14:15,0.132,HTTPS,175.155.136.46:808,四川德阳,0.662
,,,,,,
103天,2017/6/14 14:15,0.464,HTTP,123.169.86.27:808,山东淄博,2.322
,,,,,,
39分钟,2017/6/14 14:13,0.793,HTTPS,27.153.128.56:808,福建莆田,3.965
,,,,,,
37分钟,2017/6/14 14:10,0.217,HTTPS,115.203.69.130:808,浙江台州,1.085
,,,,,,
101天,2017/6/14 14:10,0.045,HTTP,119.5.0.41:808,四川南充,0.227
,,,,,,
15分钟,2017/6/14 14:01,0.038,HTTP,123.163.167.43:808,河南三门峡,0.193
,,,,,,
546天,2017/6/14 14:01,1.119,HTTP,121.31.101.115:8123,广西防城港,5.598
,,,,,,
1分钟,2017/6/14 14:00,0.834,HTTP,115.213.201.63:808,浙江丽水,4.172
,,,,,,
354天,2017/6/14 14:00,0.881,HTTP,121.31.103.49:8123,广西防城港,4.407
,,,,,,
1分钟,2017/6/14 14:00,0.496,HTTPS,121.31.88.95:8123,广西梧州,2.483
,,,,,,
1天,2017/6/14 13:55,0.192,HTTPS,121.225.180.74:8118,江苏,0.961
,,,,,,
1分钟,2017/6/14 13:55,0.671,HTTPS,114.239.252.146:808,江苏宿迁市泗阳县,3.355
,,,,,,
95天,2017/6/14 13:55,0.061,HTTP,114.239.146.154:808,江苏宿迁市泗阳县,0.308
,,,,,,
43分钟,2017/6/14 13:54,0.087,HTTPS,182.42.145.75:808,山东,0.435
,,,,,,
3天,2017/6/14 13:51,0.05,HTTPS,123.55.190.149:808,河南三门峡,0.252
,,,,,,
2小时,2017/6/14 13:50,0.256,HTTP,122.241.73.189:808,浙江丽水,1.281
,,,,,,
1分钟,2017/6/14 13:45,1.557,HTTP,117.85.221.19:8998,江苏无锡,7.789
,,,,,,
30分钟,2017/6/14 13:45,0.061,HTTP,123.163.161.12:808,河南三门峡,0.309
,,,,,,
1分钟,2017/6/14 13:45,0.12,HTTP,39.84.194.51:808,山东,0.603
,,,,,,
1分钟,2017/6/14 13:45,0.041,HTTP,115.151.5.133:808,江西宜春,0.208
,,,,,,
76天,2017/6/14 13:45,0.055,HTTP,114.239.146.207:808,江苏宿迁市泗阳县,0.275
,,,,,,
31天,2017/6/14 13:45,0.106,HTTP,114.239.145.189:808,江苏宿迁市泗阳县,0.531
,,,,,,
1分钟,2017/6/14 13:45,0.126,HTTPS,121.226.169.68:808,江苏,0.632
,,,,,,
1分钟,2017/6/14 13:44,1.145,HTTPS,115.151.0.232:808,江西宜春,5.727
,,,,,,
47天,2017/6/14 13:44,0.829,HTTPS,117.43.0.212:808,江西九江,4.146
,,,,,,
56天,2017/6/14 13:44,0.312,HTTPS,221.229.45.157:808,江苏扬州,1.563
,,,,,,
1分钟,2017/6/14 13:44,0.57,HTTPS,59.62.165.149:808,江西宜春,2.854
,,,,,,
18分钟,2017/6/14 13:41,0.634,HTTPS,171.13.84.67:808,河南,3.17
,,,,,,
29分钟,2017/6/14 13:40,0.379,HTTPS,121.226.155.23:808,江苏盐城,1.898
,,,,,,
1分钟,2017/6/14 13:33,1.438,HTTPS,116.28.121.208:808,广东中山,7.192
,,,,,,
154天,2017/6/14 13:33,1.509,HTTP,120.76.79.24:80,长城宽带,7.548
,,,,,,
20天,2017/6/14 13:31,1.574,HTTPS,125.106.249.54:808,浙江衢州,7.87
,,,,,,
29分钟,2017/6/14 13:30,0.97,HTTP,123.170.162.12:8888,山东临沂,4.854
,,,,,,
7分钟,2017/6/14 13:30,0.098,HTTPS,113.121.170.203:808,山东,0.494
,,,,,,
1分钟,2017/6/14 13:30,1.145,HTTP,110.73.30.213:8123,广西防城港,5.727
,,,,,,
1分钟,2017/6/14 13:22,1.445,HTTPS,121.206.1.214:808,福建漳州,7.229
,,,,,,
1分钟,2017/6/14 13:22,0.937,HTTPS,121.206.23.130:808,福建漳州,4.685
,,,,,,
1分钟,2017/6/14 13:16,0.037,HTTP,123.163.164.209:808,河南三门峡,0.186
,,,,,,
74天,2017/6/14 13:15,0.572,HTTP,221.229.46.176:808,江苏扬州,2.862
,,,,,,
1分钟,2017/6/14 13:15,0.06,HTTP,180.110.5.111:808,江苏南京,0.302
,,,,,,
34天,2017/6/14 13:15,0.072,HTTPS,117.43.0.227:808,江西九江,0.364
,,,,,,
21天,2017/6/14 10:55,0.3,HTTP,117.43.0.244:808,江西九江,1.502
,,,,,,
1分钟,2017/6/14 10:55,0.045,HTTPS,123.55.191.40:808,河南三门峡,0.226
,,,,,,
5分钟,2017/6/14 10:50,0.044,HTTP,123.55.179.2:808,河南三门峡,0.224
,,,,,,
2分钟,2017/6/14 10:46,0.048,HTTPS,120.84.100.8:808,广东珠海,0.243
,,,,,,
42天,2017/6/14 10:46,1.309,HTTPS,110.73.54.118:8123,广西南宁,6.545
,,,,,,
1小时,2017/6/14 10:46,1.016,HTTP,171.38.202.215:8123,广西钦州,5.083
,,,,,,
4天,2017/6/14 10:46,0.154,HTTPS,59.62.166.117:808,江西宜春,0.77
,,,,,,
1分钟,2017/6/14 10:45,0.044,HTTPS,113.123.127.173:808,山东滨州,0.221
,,,,,,
1分钟,2017/6/14 10:44,0.212,HTTPS,60.178.87.249:808,浙江宁波,1.061
,,,,,,
17天,2017/6/14 10:37,0.329,HTTP,124.235.145.162:80,吉林长春,1.647
,,,,,,
1分钟,2017/6/14 10:33,0.32,HTTPS,115.220.150.44:808,浙江宁波,1.6
,,,,,,
4小时,2017/6/14 10:25,0.051,HTTPS,112.84.32.30:808,江苏徐州,0.258
,,,,,,
1分钟,2017/6/14 10:22,0.336,HTTPS,115.215.68.255:808,浙江宁波,1.68
,,,,,,
1分钟,2017/6/14 10:22,0.054,HTTPS,122.245.70.12:808,浙江宁波,0.273
,,,,,,
1分钟,2017/6/14 10:22,0.642,HTTPS,123.55.188.134:808,河南三门峡,3.214
,,,,,,
1分钟,2017/6/14 10:22,1.238,HTTPS,183.128.124.25:808,浙江杭州,6.191
,,,,,,
1分钟,2017/6/14 10:15,0.165,HTTP,183.153.21.175:808,浙江台州,0.827
,,,,,,
16分钟,2017/6/14 10:11,0.086,HTTPS,111.72.154.217:808,江西宜春,0.43
,,,,,,
102天,2017/6/14 10:10,0.24,HTTP,119.5.0.59:808,四川南充,1.203
,,,,,,
80天,2017/6/14 10:02,0.464,HTTP,171.38.163.252:8123,广西钦州,2.323
,,,,,,
1分钟,2017/6/14 10:00,0.25,HTTP,139.201.154.18:808,四川,1.251
,,,,,,
1分钟,2017/6/14 10:00,0.051,HTTPS,113.122.7.97:808,山东菏泽,0.258
,,,,,,
1分钟,2017/6/14 10:00,0.407,HTTP,117.43.41.182:808,江西鹰潭,2.035
,,,,,,
14小时,2017/6/14 10:00,0.367,HTTPS,220.160.10.76:808,福建福州,1.837
,,,,,,
35天,2017/6/14 10:00,0.237,HTTPS,115.213.176.12:808,浙江丽水,1.186
,,,,,,
1分钟,2017/6/14 10:00,0.077,HTTPS,114.239.0.230:808,江苏宿迁,0.389
,,,,,,
16天,2017/6/14 10:00,0.036,HTTPS,113.123.127.146:808,山东滨州,0.18
,,,,,,
1分钟,2017/6/14 9:55,0.12,HTTPS,114.239.150.52:808,江苏宿迁市泗阳县,0.603
,,,,,,
1分钟,2017/6/14 9:55,0.083,HTTPS,114.239.255.212:808,江苏宿迁市泗阳县,0.418
,,,,,,
558天,2017/6/14 9:55,1.05,HTTP,121.31.101.110:8123,广西防城港,5.253
,,,,,,
89天,2017/6/14 9:50,0.056,HTTP,175.155.24.116:808,四川德阳,0.284
,,,,,,
18小时,2017/6/14 9:44,0.421,HTTP,221.229.45.127:808,江苏扬州,2.107
,,,,,,
95天,2017/6/14 9:41,0.525,HTTP,121.31.88.225:8123,广西梧州,2.628
,,,,,,
88天,2017/6/14 9:41,0.078,HTTP,115.220.6.37:808,浙江宁波,0.39
,,,,,,
4小时,2017/6/14 9:36,0.152,HTTP,113.122.48.29:808,山东菏泽,0.761
,,,,,,
67天,2017/6/14 9:33,0.046,HTTP,115.220.6.170:808,浙江宁波,0.232
,,,,,,
1分钟,2017/6/14 9:33,0.06,HTTPS,123.163.154.136:808,河南三门峡,0.301
,,,,,,
9小时,2017/6/14 9:32,0.15,HTTPS,27.40.131.162:808,广东湛江,0.754
,,,,,,
19分钟,2017/6/14 9:31,0.051,HTTPS,119.7.78.98:808,四川德阳,0.258
,,,,,,
101天,2017/6/14 9:30,0.06,HTTP,175.155.24.35:808,四川德阳,0.301
,,,,,,
1分钟,2017/6/14 9:22,0.045,HTTPS,221.229.45.216:808,江苏扬州,0.228
,,,,,,
95天,2017/6/14 9:22,0.363,HTTP,175.155.24.2:808,四川德阳,1.818
,,,,,,
24天,2017/6/14 9:22,0.061,HTTPS,113.58.234.169:808,海南海口,0.309
,,,,,,
1分钟,2017/6/14 9:22,1.055,HTTPS,114.99.12.81:808,安徽安庆,5.277
,,,,,,
21分钟,2017/6/14 9:21,0.262,HTTP,115.220.7.104:808,浙江宁波,1.311
,,,,,,
574天,2017/6/14 9:15,0.751,HTTP,110.73.10.136:8123,广西防城港,3.758
,,,,,,
1分钟,2017/6/14 9:11,0.825,HTTPS,115.192.233.73:808,浙江杭州,4.129
,,,,,,
53天,2017/6/14 9:11,0.958,HTTPS,222.85.50.39:808,河南平顶山,4.791
,,,,,,
1分钟,2017/6/14 9:11,0.178,HTTPS,114.230.232.102:808,江苏扬州,0.894
,,,,,,
14小时,2017/6/14 9:04,0.297,HTTP,115.47.44.102:8080,北京,1.489
,,,,,,
73天,2017/6/14 9:00,0.918,HTTP,119.5.1.124:808,四川南充,4.592
,,,,,,
1分钟,2017/6/14 9:00,0.058,HTTPS,115.215.70.85:808,浙江宁波,0.293
,,,,,,
107天,2017/6/14 9:00,0.059,HTTP,119.5.0.26:808,四川南充,0.295
,,,,,,
1天,2017/6/14 9:00,0.113,HTTP,114.217.97.109:808,江苏苏州,0.568
,,,,,,
1分钟,2017/6/14 9:00,0.951,HTTP,115.202.174.55:808,浙江台州,4.758
,,,,,,
43天,2017/6/14 9:00,0.197,HTTPS,115.220.147.17:808,浙江宁波,0.986
,,,,,,
3天,2017/6/14 8:51,0.081,HTTP,120.32.56.139:808,福建福州,0.408
,,,,,,
1小时,2017/6/14 8:34,0.024,HTTP,144.52.249.79:808,山东,0.124
,,,,,,
5小时,2017/6/14 8:30,0.079,HTTPS,61.188.24.6:808,四川德阳,0.398
,,,,,,
1分钟,2017/6/14 8:30,0.073,HTTP,110.189.222.144:808,四川,0.367
,,,,,,
3小时,2017/6/14 8:30,0.067,HTTP,123.55.185.20:808,河南三门峡,0.338
,,,,,,
6小时,2017/6/14 8:30,1.425,HTTPS,125.89.123.225:808,广东河源,7.129
,,,,,,
1天,2017/6/14 8:22,0.627,HTTP,221.230.72.181:80,江苏镇江,3.136
,,,,,,
1分钟,2017/6/14 8:22,0.038,HTTPS,123.55.94.248:808,河南新乡,0.191
,,,,,,
1分钟,2017/6/14 8:22,0.823,HTTPS,110.73.49.211:8123,广西南宁,4.116
,,,,,,
1分钟,2017/6/14 8:22,0.833,HTTPS,123.169.84.47:808,山东淄博,4.165
,,,,,,
27天,2017/6/14 8:22,0.043,HTTP,221.229.46.192:808,江苏扬州,0.215
,,,,,,
1分钟,2017/6/14 8:22,0.651,HTTPS,115.220.149.167:808,浙江宁波,3.255
,,,,,,
64天,2017/6/14 8:22,0.044,HTTPS,221.229.45.173:808,江苏扬州,0.223
,,,,,,
61天,2017/6/14 8:22,0.264,HTTPS,123.169.87.5:808,山东淄博,1.322
,,,,,,
40天,2017/6/14 8:21,1.274,HTTP,183.78.183.252:8081,福建,6.374
,,,,,,
4小时,2017/6/14 8:20,0.057,HTTPS,114.239.145.107:808,江苏宿迁市泗阳县,0.286
,,,,,,
58天,2017/6/14 8:15,0.333,HTTPS,117.43.1.4:808,江西九江,1.666
,,,,,,
1分钟,2017/6/14 8:15,1.066,HTTP,222.76.118.153:808,福建福州,5.332
,,,,,,
73天,2017/6/14 8:11,0.05,HTTP,175.155.142.237:808,四川德阳,0.253
,,,,,,
1分钟,2017/6/14 8:11,0.043,HTTPS,115.202.166.0:808,浙江台州,0.219
,,,,,,
88天,2017/6/14 8:10,0.138,HTTP,115.220.145.200:808,浙江宁波,0.691
,,,,,,
54分钟,2017/6/14 8:10,0.052,HTTP,115.220.149.171:808,浙江宁波,0.263
,,,,,,
75天,2017/6/14 8:03,0.13,HTTP,114.239.144.253:808,江苏宿迁市泗阳县,0.654
,,,,,,
51天,2017/6/14 8:02,1.591,HTTPS,221.229.45.201:808,江苏扬州,7.957
,,,,,,
1分钟,2017/6/14 8:01,0.066,HTTP,222.189.247.39:808,江苏扬州,0.331
,,,,,,
2小时,2017/6/14 8:01,1.269,HTTP,123.55.188.86:808,河南三门峡,6.346
,,,,,,
1分钟,2017/6/14 8:01,0.365,HTTPS,112.84.32.47:808,江苏徐州,1.825
,,,,,,
1分钟,2017/6/14 8:00,0.639,HTTPS,112.84.58.213:808,江苏徐州,3.195
,,,,,,
63天,2017/6/14 8:00,0.088,HTTPS,221.229.47.190:808,江苏扬州,0.442
,,,,,,
5天,2017/6/14 8:00,0.045,HTTPS,122.241.74.49:808,浙江丽水,0.228
,,,,,,
9天,2017/6/14 8:00,0.061,HTTPS,114.239.147.189:808,江苏宿迁市泗阳县,0.307
,,,,,,
14分钟,2017/6/14 8:00,0.045,HTTP,117.43.44.16:808,江西鹰潭,0.226
,,,,,,
1分钟,2017/6/14 7:55,0.034,HTTPS,123.55.191.236:808,河南三门峡,0.171
,,,,,,
5天,2017/6/14 7:55,0.068,HTTP,121.226.152.118:808,江苏盐城,0.342
,,,,,,
14天,2017/6/14 7:53,0.236,HTTPS,115.220.146.127:808,浙江宁波,1.184
,,,,,,
19分钟,2017/6/14 7:52,0.322,HTTPS,114.230.216.117:808,江苏扬州,1.614
,,,,,,
100天,2017/6/14 7:51,0.416,HTTP,119.5.1.49:808,四川南充,2.081
,,,,,,
2小时,2017/6/14 7:51,0.028,HTTP,123.169.39.52:808,山东烟台,0.141
,,,,,,
1分钟,2017/6/14 7:45,0.16,HTTP,59.62.119.196:808,江西鹰潭,0.803
,,,,,,
1分钟,2017/6/14 7:45,0.166,HTTP,111.72.244.16:808,江西鹰潭,0.834
,,,,,,
14天,2017/6/14 7:45,0.042,HTTP,123.55.184.27:808,河南三门峡,0.21
,,,,,,
1分钟,2017/6/14 7:45,0.04,HTTP,123.170.255.230:808,山东滨州,0.203
,,,,,,
1分钟,2017/6/14 7:45,0.05,HTTP,125.106.93.225:808,浙江衢州,0.251
,,,,,,
25天,2017/6/14 7:40,0.06,HTTPS,115.220.145.49:808,浙江宁波,0.302
,,,,,,
1分钟,2017/6/14 7:33,0.462,HTTPS,114.230.107.172:808,江苏扬州,2.311
,,,,,,
597天,2017/6/14 7:33,0.653,HTTP,110.73.28.205:8123,广西防城港,3.267
,,,,,,
462天,2017/6/14 7:31,0.121,HTTP,115.46.65.199:8123,广西南宁,0.605
,,,,,,
91天,2017/6/14 7:30,0.66,HTTP,180.110.4.181:808,江苏南京,3.301
,,,,,,
13天,2017/6/14 7:21,1.582,HTTPS,175.155.246.224:808,四川德阳,7.913
,,,,,,
1天,2017/6/14 7:11,0.079,HTTP,183.153.9.161:808,浙江台州,0.395
,,,,,,
12天,2017/6/14 7:11,0.203,HTTPS,110.83.46.61:808,福建福州,1.015
,,,,,,
3天,2017/6/14 7:11,0.049,HTTPS,122.244.55.219:808,浙江宁波,0.247
,,,,,,
107天,2017/6/14 7:11,0.053,HTTP,175.155.24.45:808,四川德阳,0.265
,,,,,,
1分钟,2017/6/14 7:11,0.415,HTTPS,123.163.142.177:808,河南开封,2.078
,,,,,,
614天,2017/6/14 7:00,0.618,HTTP,203.93.0.115:80,广东广州,3.092
,,,,,,
3小时,2017/6/14 6:55,0.041,HTTPS,123.163.161.224:808,河南三门峡,0.207
,,,,,,
45天,2017/6/14 6:55,0.309,HTTP,222.85.39.2:808,河南平顶山,1.545
,,,,,,
1分钟,2017/6/14 6:46,0.343,HTTP,180.110.4.72:808,江苏南京,1.716
,,,,,,
66天,2017/6/14 6:45,0.049,HTTP,60.178.85.15:808,浙江宁波,0.246
,,,,,,
2小时,2017/6/14 6:43,0.059,HTTP,180.110.4.98:808,江苏南京,0.297
,,,,,,
2小时,2017/6/14 6:40,0.03,HTTP,123.170.255.209:808,山东滨州,0.15
,,,,,,
4小时,2017/6/14 6:40,0.038,HTTPS,60.167.135.41:808,安徽芜湖,0.19
,,,,,,
3小时,2017/6/14 6:38,0.726,HTTPS,113.69.176.78:808,广东佛山,3.632
,,,,,,
10天,2017/6/14 6:34,0.266,HTTPS,36.99.206.77:808,浙江,1.331
,,,,,,
95天,2017/6/14 6:33,0.354,HTTP,175.155.25.19:808,四川德阳,1.77
,,,,,,
8小时,2017/6/14 6:33,0.647,HTTPS,120.83.80.199:80,广东江门,3.238
,,,,,,
38分钟,2017/6/14 6:33,0.155,HTTPS,115.213.200.2:808,浙江丽水,0.775
,,,,,,
92天,2017/6/14 6:30,0.083,HTTP,114.239.144.36:808,江苏宿迁市泗阳县,0.416
,,,,,,
94天,2017/6/14 6:22,0.057,HTTP,175.155.24.42:808,四川德阳,0.286
,,,,,,
1分钟,2017/6/14 6:22,0.074,HTTPS,175.153.20.103:808,四川,0.373
,,,,,,
1分钟,2017/6/14 6:22,0.783,HTTPS,115.207.4.223:808,浙江衢州,3.917
,,,,,,
10分钟,2017/6/14 6:21,0.05,HTTPS,112.84.58.230:808,江苏徐州,0.254
,,,,,,
2小时,2017/6/14 6:20,0.65,HTTP,180.110.6.178:808,江苏南京,3.253
,,,,,,
279天,2017/6/14 6:15,0.3,HTTP,106.120.78.129:80,广东,1.504
,,,,,,
46天,2017/6/14 6:15,0.755,HTTPS,49.86.62.207:808,江苏扬州,3.779
,,,,,,
14小时,2017/6/14 6:13,0.044,HTTP,113.121.183.182:808,山东,0.223
,,,,,,
28分钟,2017/6/14 6:13,0.067,HTTPS,122.245.65.91:808,浙江宁波,0.338
,,,,,,
1分钟,2017/6/14 6:11,1.31,HTTPS,182.34.32.251:808,山东烟台,6.55
,,,,,,
1分钟,2017/6/14 6:11,0.632,HTTPS,113.121.46.19:808,山东烟台,3.164
,,,,,,
10分钟,2017/6/14 6:11,0.064,HTTPS,120.37.172.204:808,福建泉州,0.322
,,,,,,
1分钟,2017/6/14 6:11,0.048,HTTPS,112.84.59.241:808,江苏徐州,0.24
,,,,,,
1分钟,2017/6/14 6:11,0.117,HTTPS,27.159.138.66:808,福建莆田,0.589
,,,,,,
1分钟,2017/6/14 6:11,1.294,HTTPS,111.72.155.171:808,江西宜春,6.474
,,,,,,
10分钟,2017/6/14 6:10,0.321,HTTPS,115.220.4.0:808,浙江宁波,1.605
,,,,,,
51天,2017/6/14 6:10,0.072,HTTPS,115.220.151.139:808,浙江宁波,0.36
,,,,,,
48天,2017/6/14 6:10,0.669,HTTP,119.5.0.22:808,四川南充,3.349
,,,,,,
3小时,2017/6/14 6:10,0.439,HTTPS,125.106.226.206:808,浙江衢州,2.195
,,,,,,
1505天,2017/6/14 6:04,0.42,HTTP,119.254.84.90:80,北京,1.237
,,,,,,
2小时,2017/6/14 6:00,0.039,HTTPS,123.55.191.154:808,河南三门峡,0.196
,,,,,,
104天,2017/6/14 6:00,0.239,HTTP,175.155.25.22:808,四川德阳,1.197
,,,,,,
1分钟,2017/6/14 6:00,0.725,HTTP,119.7.75.228:808,四川德阳,3.629
,,,,,,
1分钟,2017/6/14 6:00,0.458,HTTPS,121.226.173.158:808,江苏,2.294
,,,,,,
5小时,2017/6/14 6:00,0.828,HTTPS,175.155.244.222:808,四川德阳,4.141
,,,,,,
44天,2017/6/14 5:56,1.549,HTTP,125.89.123.142:808,广东河源,7.746
,,,,,,
3小时,2017/6/14 5:56,0.179,HTTP,123.169.86.167:808,山东淄博,0.896
,,,,,,
1分钟,2017/6/14 5:55,0.06,HTTPS,180.110.4.243:808,江苏南京,0.302
,,,,,,
42天,2017/6/14 5:51,0.036,HTTP,221.229.45.36:808,江苏扬州,0.18
,,,,,,
28分钟,2017/6/14 5:50,0.208,HTTPS,119.7.72.76:808,四川德阳,1.04
,,,,,,
110天,2017/6/14 5:50,0.042,HTTP,175.155.25.31:808,四川德阳,0.212
,,,,,,
1小时,2017/6/14 5:50,0.852,HTTPS,125.89.121.36:808,广东河源,4.264
,,,,,,
38天,2017/6/14 5:50,0.678,HTTP,36.99.206.98:808,浙江,3.393
,,,,,,
2小时,2017/6/14 5:45,0.135,HTTP,140.255.69.112:808,山东,0.679
,,,,,,
8天,2017/6/14 5:44,0.669,HTTPS,123.163.161.77:808,河南三门峡,3.345
,,,,,,
1分钟,2017/6/14 5:44,0.64,HTTPS,120.83.103.228:808,广东揭阳市普宁,3.203
,,,,,,
86天,2017/6/14 5:44,0.752,HTTP,114.239.3.212:808,江苏宿迁,3.764
,,,,,,
2小时,2017/6/14 5:42,0.045,HTTPS,122.241.72.127:808,浙江丽水,0.227
,,,,,,
20分钟,2017/6/14 5:42,0.3,HTTPS,119.7.78.79:808,四川德阳,1.5
,,,,,,
11分钟,2017/6/14 5:41,0.513,HTTP,121.206.53.152:808,福建漳州,2.569
,,,,,,
2小时,2017/6/14 5:41,0.053,HTTPS,60.184.173.79:808,浙江丽水,0.266
,,,,,,
55分钟,2017/6/14 5:40,0.038,HTTP,115.220.0.219:808,浙江宁波,0.19
,,,,,,
1天,2017/6/14 5:35,0.081,HTTPS,122.241.73.91:808,浙江丽水,0.407
,,,,,,
1分钟,2017/6/14 5:33,0.032,HTTPS,222.95.18.108:808,江苏南京,0.161
,,,,,,
1分钟,2017/6/14 5:33,0.045,HTTPS,115.151.2.176:808,江西宜春,0.225
,,,,,,
110天,2017/6/14 5:30,0.049,HTTP,175.155.24.6:808,四川德阳,0.249
,,,,,,
88天,2017/6/14 5:30,0.037,HTTP,114.239.1.36:808,江苏宿迁,0.189
,,,,,,
1分钟,2017/6/14 5:30,0.97,HTTP,119.7.79.105:808,四川德阳,4.853
,,,,,,
5小时,2017/6/14 5:30,1.261,HTTPS,123.55.184.219:808,河南三门峡,6.306
,,,,,,
1小时,2017/6/14 5:30,0.051,HTTPS,122.241.74.101:808,浙江丽水,0.259
,,,,,,
1天,2017/6/14 5:30,0.286,HTTPS,123.163.141.248:808,河南开封,1.434
,,,,,,
1分钟,2017/6/14 5:22,0.135,HTTPS,123.163.80.110:808,河南新乡,0.675
,,,,,,
1分钟,2017/6/14 5:22,0.154,HTTPS,110.85.89.166:808,福建莆田,0.774
,,,,,,
1分钟,2017/6/14 5:22,0.045,HTTPS,114.99.14.219:808,安徽安庆,0.225
,,,,,,
106天,2017/6/14 5:20,0.046,HTTP,119.5.1.17:808,四川南充,0.231
,,,,,,
1小时,2017/6/14 5:20,0.2,HTTP,122.245.66.229:808,浙江宁波,1.002
,,,,,,
34天,2017/6/14 5:20,0.734,HTTPS,115.220.0.62:808,浙江宁波,3.673
,,,,,,
5小时,2017/6/14 5:19,0.4,HTTP,180.118.243.53:808,江苏镇江,2
,,,,,,
48天,2017/6/14 5:15,0.102,HTTP,122.244.52.207:808,浙江宁波,0.514
,,,,,,
1分钟,2017/6/14 5:15,0.476,HTTP,175.155.240.61:808,四川德阳,2.382
,,,,,,
63天,2017/6/14 5:11,0.064,HTTPS,222.85.50.87:808,河南平顶山,0.32
,,,,,,
1分钟,2017/6/14 5:11,0.816,HTTPS,113.121.45.55:808,山东烟台,4.081
,,,,,,
1分钟,2017/6/14 5:11,0.536,HTTPS,121.205.254.202:808,福建莆田,2.682
,,,,,,
1分钟,2017/6/14 5:11,0.037,HTTPS,113.121.46.24:808,山东烟台,0.187
,,,,,,
1分钟,2017/6/14 5:11,0.052,HTTPS,113.121.177.96:808,山东,0.264
,,,,,,
1分钟,2017/6/14 5:11,0.062,HTTPS,115.220.2.149:808,浙江宁波,0.311
,,,,,,
59分钟,2017/6/14 5:10,0.045,HTTPS,123.163.161.55:808,河南三门峡,0.228
,,,,,,
34天,2017/6/14 5:07,0.051,HTTPS,222.95.18.47:808,江苏南京,0.256
,,,,,,
82天,2017/6/14 5:00,0.062,HTTP,182.90.58.238:8123,广西梧州,0.314
,,,,,,
1分钟,2017/6/14 5:00,0.036,HTTP,113.123.127.117:808,山东滨州,0.182
,,,,,,
1分钟,2017/6/14 5:00,0.272,HTTP,121.226.154.236:808,江苏盐城,1.363
,,,,,,
1天,2017/6/14 5:00,0.087,HTTPS,124.161.240.11:80,四川自贡,0.439
,,,,,,
71天,2017/6/14 5:00,0.182,HTTP,221.229.47.99:808,江苏扬州,0.911
,,,,,,
70天,2017/6/14 5:00,0.295,HTTP,171.13.36.68:808,河南,1.475
,,,,,,
1分钟,2017/6/14 5:00,0.066,HTTPS,115.213.201.30:808,浙江丽水,0.332
,,,,,,
19天,2017/6/14 5:00,1.18,HTTPS,218.64.92.24:808,江西吉安,5.901
,,,,,,
4小时,2017/6/14 5:00,0.054,HTTPS,123.163.132.206:808,河南三门峡,0.27
,,,,,,
57天,2017/6/14 4:52,0.906,HTTP,175.155.242.143:808,四川德阳,4.534
,,,,,,
