aliveTime,authTime,connectTime,httpType,ipAddress,position,speed
,,,,,,
68天,2017/6/13 2:53,0.143,HTTP,115.220.1.95:808,浙江宁波,0.719
,,,,,,
165天,2017/6/13 2:50,0.037,HTTP,222.188.96.181:8998,江苏盐城,0.185
,,,,,,
40天,2017/6/13 2:46,0.323,HTTPS,60.178.87.134:808,浙江宁波,1.619
,,,,,,
1分钟,2017/6/13 2:46,0.243,HTTP,36.99.206.155:808,浙江,1.218
,,,,,,
3小时,2017/6/13 2:41,1.001,HTTPS,115.220.150.51:808,浙江宁波,5.008
,,,,,,
58天,2017/6/13 2:40,0.912,HTTPS,222.85.50.176:808,河南平顶山,4.563
,,,,,,
3小时,2017/6/13 2:34,0.68,HTTPS,123.163.166.210:808,河南三门峡,3.4
,,,,,,
2天,2017/6/13 2:33,0.063,HTTPS,140.224.76.41:808,电信骨干网,0.318
,,,,,,
1分钟,2017/6/13 2:33,0.09,HTTPS,123.55.185.204:808,河南三门峡,0.453
,,,,,,
10天,2017/6/13 2:33,0.934,HTTPS,60.178.87.185:808,浙江宁波,4.674
,,,,,,
1分钟,2017/6/13 2:33,0.691,HTTPS,125.122.201.8:808,浙江杭州,3.456
,,,,,,
486天,2017/6/13 2:33,1.274,HTTP,14.152.39.185:8888,广东,6.373
,,,,,,
16分钟,2017/6/13 2:32,0.315,HTTP,218.85.192.202:808,福建泉州,1.575
,,,,,,
1分钟,2017/6/13 2:30,0.415,HTTP,182.37.125.131:808,山东日照,2.075
,,,,,,
1分钟,2017/6/13 2:22,0.049,HTTPS,123.163.129.111:808,河南三门峡,0.248
,,,,,,
1分钟,2017/6/13 2:22,0.209,HTTPS,114.230.124.126:808,江苏扬州,1.047
,,,,,,
66天,2017/6/13 2:22,0.207,HTTPS,180.110.6.104:808,江苏南京,1.035
,,,,,,
1分钟,2017/6/13 2:22,0.075,HTTPS,36.249.27.37:808,福建泉州,0.379
,,,,,,
10分钟,2017/6/13 2:21,0.055,HTTPS,111.72.230.45:808,江西鹰潭,0.278
,,,,,,
103天,2017/6/13 2:21,0.311,HTTP,175.155.242.146:808,四川德阳,1.555
,,,,,,
1小时,2017/6/13 2:20,0.691,HTTPS,123.55.188.46:808,河南三门峡,3.459
,,,,,,
65天,2017/6/13 2:20,0.067,HTTPS,175.155.240.184:808,四川德阳,0.335
,,,,,,
5小时,2017/6/13 2:20,0.044,HTTPS,125.115.183.96:808,浙江宁波,0.224
,,,,,,
31天,2017/6/13 2:15,0.871,HTTP,175.155.246.138:808,四川德阳,4.356
,,,,,,
1分钟,2017/6/13 2:15,0.047,HTTP,122.241.72.238:808,浙江丽水,0.239
,,,,,,
1分钟,2017/6/13 2:15,0.183,HTTP,59.62.119.189:808,江西鹰潭,0.915
,,,,,,
3小时,2017/6/13 2:12,0.507,HTTPS,115.215.70.62:808,浙江宁波,2.537
,,,,,,
1分钟,2017/6/13 2:11,0.06,HTTPS,122.241.72.132:808,浙江丽水,0.3
,,,,,,
10分钟,2017/6/13 2:11,0.04,HTTPS,183.153.19.0:808,浙江台州,0.201
,,,,,,
1分钟,2017/6/13 2:11,0.097,HTTPS,115.151.4.1:808,江西宜春,0.487
,,,,,,
1分钟,2017/6/13 2:00,0.064,HTTPS,175.155.138.207:808,四川德阳,0.321
,,,,,,
1分钟,2017/6/13 2:00,0.042,HTTPS,121.226.160.80:808,江苏,0.214
,,,,,,
3小时,2017/6/13 1:51,0.074,HTTPS,112.194.222.86:808,四川南充,0.37
,,,,,,
19天,2017/6/13 1:50,0.346,HTTP,123.163.165.221:808,河南三门峡,1.732
,,,,,,
1小时,2017/6/13 1:38,0.9,HTTPS,60.167.134.163:808,安徽芜湖,4.502
,,,,,,
21分钟,2017/6/13 1:32,0.088,HTTPS,124.161.128.165:808,四川眉山,0.441
,,,,,,
107天,2017/6/13 1:32,0.045,HTTP,119.5.0.37:808,四川南充,0.226
,,,,,,
1分钟,2017/6/13 1:22,0.321,HTTPS,182.38.16.219:808,山东威海,1.609
,,,,,,
44天,2017/6/13 1:22,0.692,HTTP,114.239.1.27:808,江苏宿迁,3.461
,,,,,,
1分钟,2017/6/13 1:22,1.391,HTTPS,123.163.165.143:808,河南三门峡,6.957
,,,,,,
75天,2017/6/13 1:22,0.255,HTTP,122.245.66.201:808,浙江宁波,1.275
,,,,,,
41天,2017/6/13 1:22,0.039,HTTPS,221.229.44.21:808,江苏扬州,0.196
,,,,,,
1分钟,2017/6/13 1:22,0.323,HTTPS,110.83.46.56:808,福建福州,1.616
,,,,,,
1分钟,2017/6/13 1:22,0.438,HTTPS,175.155.142.86:808,四川德阳,2.191
,,,,,,
50天,2017/6/13 1:15,1.443,HTTPS,117.43.0.234:808,江西九江,7.217
,,,,,,
39天,2017/6/13 1:12,0.138,HTTP,175.155.245.8:808,四川德阳,0.692
,,,,,,
1分钟,2017/6/13 1:11,0.05,HTTPS,175.155.240.95:808,四川德阳,0.252
,,,,,,
1分钟,2017/6/13 1:11,0.345,HTTPS,114.99.13.250:808,安徽安庆,1.725
,,,,,,
74天,2017/6/13 1:11,0.046,HTTP,60.178.86.0:808,浙江宁波,0.234
,,,,,,
1分钟,2017/6/13 1:11,0.048,HTTPS,59.62.99.250:808,江西鹰潭,0.24
,,,,,,
1分钟,2017/6/13 1:11,0.052,HTTPS,114.230.105.74:808,江苏扬州,0.264
,,,,,,
1分钟,2017/6/13 1:11,0.057,HTTPS,119.7.76.99:808,四川德阳,0.288
,,,,,,
55天,2017/6/13 1:10,0.038,HTTP,221.229.46.87:808,江苏扬州,0.194
,,,,,,
4小时,2017/6/13 1:07,1.295,HTTPS,125.115.181.207:808,浙江宁波,6.475
,,,,,,
1天,2017/6/13 1:01,0.085,HTTPS,60.167.134.89:808,安徽芜湖,0.428
,,,,,,
108天,2017/6/13 1:00,0.254,HTTP,119.5.0.124:808,四川南充,1.27
,,,,,,
4天,2017/6/13 1:00,0.755,HTTP,60.184.172.4:808,浙江丽水,3.777
,,,,,,
1小时,2017/6/13 0:55,0.94,HTTP,121.31.153.212:8123,广西北海,4.701
,,,,,,
2小时,2017/6/13 0:52,0.264,HTTPS,180.125.31.133:808,江苏淮安,1.323
,,,,,,
107天,2017/6/13 0:52,0.05,HTTP,175.155.25.3:808,四川德阳,0.253
,,,,,,
17分钟,2017/6/13 0:51,0.057,HTTPS,171.38.41.243:8123,广西玉林,0.288
,,,,,,
2小时,2017/6/13 0:50,1.06,HTTPS,122.245.64.217:808,浙江宁波,5.303
,,,,,,
1分钟,2017/6/13 0:45,0.472,HTTP,114.239.0.195:808,江苏宿迁,2.363
,,,,,,
1分钟,2017/6/13 0:45,0.038,HTTPS,221.229.45.38:808,江苏扬州,0.191
,,,,,,
1分钟,2017/6/13 0:44,0.058,HTTPS,36.249.24.151:808,福建泉州,0.291
,,,,,,
1分钟,2017/6/13 0:44,0.674,HTTPS,123.163.141.94:808,河南开封,3.371
,,,,,,
3小时,2017/6/13 0:43,0.04,HTTP,123.55.190.240:808,河南三门峡,0.202
,,,,,,
67天,2017/6/13 0:34,0.132,HTTP,222.85.39.71:808,河南平顶山,0.663
,,,,,,
1分钟,2017/6/13 0:33,0.175,HTTPS,115.202.190.205:808,浙江台州,0.878
,,,,,,
1分钟,2017/6/13 0:33,0.06,HTTPS,175.155.241.252:808,四川德阳,0.3
,,,,,,
10天,2017/6/13 0:33,0.214,HTTPS,115.203.75.96:808,浙江台州,1.073
,,,,,,
78天,2017/6/13 0:33,0.035,HTTP,222.76.118.241:33830,福建福州,0.175
,,,,,,
1分钟,2017/6/13 0:33,0.053,HTTPS,120.32.36.209:808,福建福州,0.267
,,,,,,
209天,2017/6/13 0:30,0.514,HTTP,110.73.37.251:8123,广西防城港,2.572
,,,,,,
461天,2017/6/13 0:30,0.217,HTTP,175.155.25.39:80,四川德阳,1.089
,,,,,,
22分钟,2017/6/13 0:23,1.029,HTTPS,1.197.58.126:808,河南漯河,5.148
,,,,,,
1分钟,2017/6/13 0:22,0.815,HTTPS,125.89.125.110:808,广东河源,4.077
,,,,,,
1分钟,2017/6/13 0:22,0.453,HTTPS,180.110.7.163:808,江苏南京,2.267
,,,,,,
103天,2017/6/13 0:15,0.917,HTTP,123.169.90.13:808,山东淄博,4.587
,,,,,,
1分钟,2017/6/13 0:15,0.667,HTTP,121.206.53.183:808,福建漳州,3.339
,,,,,,
1分钟,2017/6/13 0:11,0.093,HTTPS,120.33.247.17:808,福建莆田,0.466
,,,,,,
1分钟,2017/6/13 0:11,0.096,HTTPS,111.72.244.234:808,江西鹰潭,0.482
,,,,,,
1分钟,2017/6/13 0:11,0.102,HTTPS,117.43.0.44:808,江西九江,0.51
,,,,,,
1天,2017/6/13 0:11,0.059,HTTPS,36.249.28.157:808,福建泉州,0.298
,,,,,,
1分钟,2017/6/13 0:11,1.035,HTTPS,175.167.59.71:808,辽宁,5.177
,,,,,,
14小时,2017/6/13 0:11,0.172,HTTPS,115.220.144.54:808,浙江宁波,0.861
,,,,,,
30天,2017/6/13 0:11,0.069,HTTPS,220.179.219.142:808,安徽铜陵,0.345
,,,,,,
101天,2017/6/13 0:10,0.049,HTTP,119.5.0.28:808,四川南充,0.247
,,,,,,
75天,2017/6/13 0:01,0.044,HTTP,114.239.0.169:808,江苏宿迁,0.22
,,,,,,
41天,2017/6/12 23:55,0.196,HTTPS,115.220.151.120:808,浙江宁波,0.983
,,,,,,
23小时,2017/6/12 23:55,0.063,HTTPS,115.220.2.100:808,浙江宁波,0.317
,,,,,,
23天,2017/6/12 23:55,0.075,HTTP,180.118.243.157:808,江苏镇江,0.376
,,,,,,
21分钟,2017/6/12 23:52,0.054,HTTP,120.83.100.193:808,广东揭阳市普宁,0.272
,,,,,,
40天,2017/6/12 23:46,1.045,HTTPS,114.230.120.184:808,江苏扬州,5.227
,,,,,,
23天,2017/6/12 23:45,0.127,HTTPS,122.241.74.129:808,浙江丽水,0.636
,,,,,,
9天,2017/6/12 23:45,0.082,HTTP,218.64.93.65:808,江西吉安,0.413
,,,,,,
26分钟,2017/6/12 23:41,0.317,HTTP,175.155.143.62:808,四川德阳,1.586
,,,,,,
2小时,2017/6/12 23:40,0.051,HTTPS,59.62.120.249:808,江西鹰潭,0.255
,,,,,,
1分钟,2017/6/12 23:33,0.807,HTTPS,114.230.104.165:808,江苏扬州,4.035
,,,,,,
51天,2017/6/12 23:33,0.031,HTTP,221.229.45.164:808,江苏扬州,0.156
,,,,,,
92天,2017/6/12 23:31,0.079,HTTP,119.5.0.103:808,四川南充,0.396
,,,,,,
86天,2017/6/12 23:31,1.09,HTTP,114.239.2.229:808,江苏宿迁,5.453
,,,,,,
425天,2017/6/12 23:30,0.099,HTTP,175.155.141.107:80,四川德阳,0.498
,,,,,,
58天,2017/6/12 23:30,0.107,HTTPS,115.220.3.128:808,浙江宁波,0.537
,,,,,,
1分钟,2017/6/12 23:15,0.268,HTTP,114.239.151.12:808,江苏宿迁市泗阳县,1.343
,,,,,,
63天,2017/6/12 23:11,0.836,HTTP,115.220.4.92:808,浙江宁波,4.183
,,,,,,
68天,2017/6/12 23:11,1.109,HTTP,114.239.147.156:808,江苏宿迁市泗阳县,5.546
,,,,,,
38天,2017/6/12 23:11,0.097,HTTPS,222.76.118.211:46748,福建福州,0.485
,,,,,,
1分钟,2017/6/12 23:11,0.034,HTTPS,222.95.20.156:808,江苏南京,0.171
,,,,,,
37天,2017/6/12 23:10,0.711,HTTPS,117.43.0.6:808,江西九江,3.555
,,,,,,
370天,2017/6/12 23:01,0.412,HTTP,222.33.192.238:8118,辽宁阜新,2.064
,,,,,,
1分钟,2017/6/12 23:00,0.747,HTTP,123.55.187.225:808,河南三门峡,3.739
,,,,,,
1分钟,2017/6/12 23:00,0.685,HTTP,36.249.28.186:808,福建泉州,3.429
,,,,,,
1分钟,2017/6/12 23:00,0.263,HTTPS,115.213.200.196:808,浙江丽水,1.316
,,,,,,
1分钟,2017/6/12 23:00,0.547,HTTPS,119.7.79.0:808,四川德阳,2.739
,,,,,,
1分钟,2017/6/12 23:00,0.075,HTTP,115.213.200.7:808,浙江丽水,0.375
,,,,,,
1分钟,2017/6/12 23:00,1.082,HTTPS,125.109.193.45:808,浙江温州,5.414
,,,,,,
15天,2017/6/12 22:51,0.24,HTTPS,115.220.2.51:808,浙江宁波,1.204
,,,,,,
6分钟,2017/6/12 22:50,0.514,HTTPS,122.245.64.112:808,浙江宁波,2.574
,,,,,,
66天,2017/6/12 22:45,0.664,HTTPS,117.79.87.165:80,北京,3.324
,,,,,,
1分钟,2017/6/12 22:33,0.269,HTTPS,180.121.165.6:808,江苏南通,1.349
,,,,,,
1分钟,2017/6/12 22:33,0.84,HTTPS,113.58.235.30:808,海南海口,4.202
,,,,,,
77天,2017/6/12 22:33,0.036,HTTP,110.83.46.53:48187,福建福州,0.18
,,,,,,
20天,2017/6/12 22:31,0.118,HTTP,220.166.96.90:82,四川泸州,0.591
,,,,,,
78天,2017/6/12 22:31,0.049,HTTP,110.83.46.140:29209,福建福州,0.248
,,,,,,
1分钟,2017/6/12 22:30,0.731,HTTP,123.163.160.177:808,河南三门峡,3.656
,,,,,,
63天,2017/6/12 22:22,0.037,HTTPS,49.86.62.198:808,江苏扬州,0.185
,,,,,,
15天,2017/6/12 22:22,0.014,HTTP,118.190.51.154:8118,广西,0.071
,,,,,,
1分钟,2017/6/12 22:22,0.991,HTTPS,115.207.97.21:808,浙江衢州,4.956
,,,,,,
1分钟,2017/6/12 22:22,0.99,HTTPS,115.207.97.236:808,浙江衢州,4.95
,,,,,,
1分钟,2017/6/12 22:15,1.083,HTTP,60.167.132.190:808,安徽芜湖,5.416
,,,,,,
1小时,2017/6/12 22:14,0.598,HTTPS,106.90.18.141:8123,重庆,2.994
,,,,,,
58分钟,2017/6/12 22:13,0.153,HTTP,59.62.123.110:808,江西鹰潭,0.766
,,,,,,
1分钟,2017/6/12 22:11,0.049,HTTPS,175.155.224.203:808,四川德阳,0.245
,,,,,,
1分钟,2017/6/12 22:11,0.054,HTTPS,60.184.174.111:808,浙江丽水,0.272
,,,,,,
44天,2017/6/12 22:11,0.921,HTTP,117.43.0.183:808,江西九江,4.605
,,,,,,
1分钟,2017/6/12 22:11,0.066,HTTPS,36.249.25.3:808,福建泉州,0.334
,,,,,,
44天,2017/6/12 22:11,0.849,HTTP,121.31.103.62:8123,广西防城港,4.247
,,,,,,
14天,2017/6/12 22:11,0.617,HTTP,113.121.42.133:808,山东烟台,3.088
,,,,,,
1分钟,2017/6/12 22:11,0.052,HTTPS,175.155.239.133:808,四川德阳,0.263
,,,,,,
1分钟,2017/6/12 22:11,0.049,HTTPS,183.153.26.45:808,浙江台州,0.245
,,,,,,
5天,2017/6/12 22:10,0.06,HTTPS,123.170.255.95:808,山东滨州,0.304
,,,,,,
41分钟,2017/6/12 22:03,0.668,HTTPS,116.28.106.140:808,广东中山,3.342
,,,,,,
1分钟,2017/6/12 22:00,1.027,HTTPS,171.38.229.55:8123,广西钦州,5.135
,,,,,,
104天,2017/6/12 22:00,0.076,HTTP,175.155.25.40:808,四川德阳,0.381
,,,,,,
12天,2017/6/12 22:00,0.487,HTTP,115.202.184.37:808,浙江台州,2.439
,,,,,,
1分钟,2017/6/12 22:00,0.714,HTTPS,60.184.173.216:808,浙江丽水,3.572
,,,,,,
22分钟,2017/6/12 21:55,0.173,HTTPS,59.62.98.240:808,江西鹰潭,0.865
,,,,,,
58天,2017/6/12 21:55,0.046,HTTP,222.85.50.82:808,河南平顶山,0.231
,,,,,,
24天,2017/6/12 21:55,0.094,HTTPS,60.184.175.122:808,浙江丽水,0.47
,,,,,,
1分钟,2017/6/12 21:55,0.056,HTTPS,125.106.129.97:808,浙江衢州,0.284
,,,,,,
29分钟,2017/6/12 21:52,0.322,HTTPS,123.55.89.137:808,河南新乡,1.61
,,,,,,
2分钟,2017/6/12 21:46,0.925,HTTPS,171.38.212.166:8123,广西钦州,4.625
,,,,,,
268天,2017/6/12 21:45,0.622,HTTP,121.31.137.30:8123,广西北海,3.11
,,,,,,
1分钟,2017/6/12 21:44,0.887,HTTPS,122.245.65.51:808,浙江宁波,4.438
,,,,,,
269天,2017/6/12 21:43,1.121,HTTP,121.31.138.229:8123,广西北海,5.608
,,,,,,
46分钟,2017/6/12 21:41,0.055,HTTPS,115.213.202.203:808,浙江丽水,0.275
,,,,,,
1分钟,2017/6/12 21:33,0.506,HTTPS,115.46.82.171:8123,广西南宁,2.533
,,,,,,
1分钟,2017/6/12 21:33,1.099,HTTPS,1.197.59.90:808,河南漯河,5.497
,,,,,,
1天,2017/6/12 21:33,0.065,HTTPS,122.241.73.242:808,浙江丽水,0.327
,,,,,,
76天,2017/6/12 21:33,0.04,HTTP,122.245.69.40:808,浙江宁波,0.204
,,,,,,
93天,2017/6/12 21:30,0.035,HTTP,114.239.146.19:808,江苏宿迁市泗阳县,0.176
,,,,,,
398天,2017/6/12 21:30,1.32,HTTP,110.72.26.150:8123,广西贵港,6.604
,,,,,,
22天,2017/6/12 21:22,0.326,HTTPS,60.167.134.225:808,安徽芜湖,1.633
,,,,,,
1分钟,2017/6/12 21:22,0.967,HTTPS,182.90.92.126:8123,广西梧州,4.836
,,,,,,
106天,2017/6/12 21:22,0.043,HTTP,119.5.0.121:808,四川南充,0.218
,,,,,,
16天,2017/6/12 21:22,0.277,HTTPS,115.203.84.227:808,浙江台州,1.388
,,,,,,
227天,2017/6/12 21:22,0.072,HTTP,124.88.67.63:80,新疆乌鲁木齐,0.36
,,,,,,
1分钟,2017/6/12 21:15,0.108,HTTP,59.62.120.186:808,江西鹰潭,0.541
,,,,,,
1分钟,2017/6/12 21:15,0.263,HTTP,171.13.37.29:808,河南,1.315
,,,,,,
544天,2017/6/12 21:11,0.778,HTTP,121.31.102.206:8123,广西防城港,3.892
,,,,,,
26分钟,2017/6/12 21:11,0.252,HTTPS,114.239.145.135:808,江苏宿迁市泗阳县,1.262
,,,,,,
226天,2017/6/12 21:11,1.386,HTTP,110.73.6.206:8123,广西防城港,6.933
,,,,,,
1分钟,2017/6/12 21:11,0.054,HTTPS,121.31.139.186:8123,广西北海,0.273
,,,,,,
1分钟,2017/6/12 21:11,0.417,HTTPS,106.90.140.50:8123,重庆,2.088
,,,,,,
50分钟,2017/6/12 21:01,0.113,HTTPS,123.55.186.184:808,河南三门峡,0.567
,,,,,,
1分钟,2017/6/12 21:01,0.247,HTTP,111.72.230.151:808,江西鹰潭,1.237
,,,,,,
16天,2017/6/12 21:00,0.045,HTTPS,218.64.92.31:808,江西吉安,0.226
,,,,,,
1分钟,2017/6/12 20:55,1.014,HTTPS,39.84.137.135:808,山东,5.071
,,,,,,
1分钟,2017/6/12 20:55,0.082,HTTPS,111.72.230.44:808,江西鹰潭,0.414
,,,,,,
47天,2017/6/12 20:55,0.345,HTTPS,115.212.61.14:808,浙江金华,1.726
,,,,,,
42分钟,2017/6/12 20:42,0.383,HTTPS,115.220.4.164:808,浙江宁波,1.916
,,,,,,
18分钟,2017/6/12 20:40,0.018,HTTPS,123.169.85.166:808,山东淄博,0.091
,,,,,,
29分钟,2017/6/12 20:40,0.054,HTTPS,36.99.212.17:808,浙江,0.274
,,,,,,
40分钟,2017/6/12 20:40,0.042,HTTPS,180.119.76.101:808,江苏扬州,0.212
,,,,,,
1分钟,2017/6/12 20:30,0.039,HTTP,222.95.22.8:808,江苏南京,0.198
,,,,,,
409天,2017/6/12 20:30,1.132,HTTP,110.73.1.209:8123,广西防城港,5.664
,,,,,,
1分钟,2017/6/12 20:30,0.233,HTTP,115.151.3.183:808,江西宜春,1.166
,,,,,,
37分钟,2017/6/12 20:22,0.17,HTTP,115.203.201.177:808,浙江台州,0.85
,,,,,,
1分钟,2017/6/12 20:22,0.112,HTTPS,123.55.176.126:808,河南三门峡,0.561
,,,,,,
1分钟,2017/6/12 20:22,0.803,HTTPS,123.169.39.17:808,山东烟台,4.018
,,,,,,
25天,2017/6/12 20:22,0.088,HTTPS,123.169.87.79:808,山东淄博,0.444
,,,,,,
10分钟,2017/6/12 20:21,0.049,HTTPS,36.99.215.102:808,浙江,0.248
,,,,,,
18天,2017/6/12 20:11,0.054,HTTPS,122.241.73.42:808,浙江丽水,0.273
,,,,,,
1分钟,2017/6/12 20:11,0.076,HTTPS,36.99.214.20:808,浙江,0.381
,,,,,,
26分钟,2017/6/12 20:11,0.052,HTTP,115.213.177.45:808,浙江丽水,0.261
,,,,,,
2小时,2017/6/12 20:11,0.9,HTTPS,59.62.165.84:808,江西宜春,4.501
,,,,,,
1分钟,2017/6/12 20:11,0.051,HTTPS,117.94.235.177:808,江苏泰州,0.258
,,,,,,
1分钟,2017/6/12 20:11,0.039,HTTPS,123.170.255.244:808,山东滨州,0.199
,,,,,,
1分钟,2017/6/12 20:11,0.109,HTTPS,114.239.151.218:808,江苏宿迁市泗阳县,0.548
,,,,,,
15分钟,2017/6/12 20:10,0.055,HTTPS,110.86.146.233:808,福建宁德,0.277
,,,,,,
10分钟,2017/6/12 20:10,1.069,HTTP,114.239.249.23:808,江苏宿迁市泗阳县,5.349
,,,,,,
48分钟,2017/6/12 20:10,0.641,HTTPS,123.55.191.223:808,河南三门峡,3.206
,,,,,,
3小时,2017/6/12 20:03,0.401,HTTP,115.214.8.233:8998,浙江宁波,2.008
,,,,,,
1分钟,2017/6/12 20:01,1.485,HTTP,114.238.161.133:808,江苏淮安,7.429
,,,,,,
1分钟,2017/6/12 19:55,0.627,HTTPS,171.12.138.167:808,河南,3.136
,,,,,,
1分钟,2017/6/12 19:55,0.459,HTTPS,171.38.172.14:8123,广西钦州,2.298
,,,,,,
5分钟,2017/6/12 19:50,0.067,HTTP,113.121.243.153:808,山东德州,0.339
,,,,,,
1分钟,2017/6/12 19:45,1.193,HTTP,125.92.35.135:808,广东江门,5.968
,,,,,,
1分钟,2017/6/12 19:45,0.791,HTTPS,114.239.248.131:808,江苏宿迁市泗阳县,3.957
,,,,,,
1分钟,2017/6/12 19:45,1.252,HTTPS,120.36.215.196:808,福建厦门,6.263
,,,,,,
1分钟,2017/6/12 19:45,0.049,HTTPS,114.239.3.140:808,江苏宿迁,0.246
,,,,,,
21天,2017/6/12 19:45,0.311,HTTPS,175.155.242.172:808,四川德阳,1.559
,,,,,,
2天,2017/6/12 19:44,1.507,HTTPS,125.89.123.47:808,广东河源,7.538
,,,,,,
1分钟,2017/6/12 19:33,0.919,HTTPS,171.38.74.198:8123,广西玉林,4.597
,,,,,,
89天,2017/6/12 19:33,0.042,HTTP,114.239.148.61:808,江苏宿迁市泗阳县,0.21
,,,,,,
1分钟,2017/6/12 19:33,1.188,HTTPS,119.7.78.229:808,四川德阳,5.943
,,,,,,
27天,2017/6/12 19:30,0.266,HTTPS,221.229.45.236:808,江苏扬州,1.332
,,,,,,
2小时,2017/6/12 19:30,0.196,HTTPS,59.62.109.130:808,江西鹰潭,0.981
,,,,,,
15小时,2017/6/12 19:27,0.049,HTTP,121.237.143.107:808,江苏南京,0.245
,,,,,,
38分钟,2017/6/12 19:22,0.845,HTTPS,123.163.146.90:808,河南三门峡,4.226
,,,,,,
1分钟,2017/6/12 19:22,0.484,HTTPS,175.154.50.138:808,四川德阳,2.422
,,,,,,
2小时,2017/6/12 19:17,1.115,HTTP,60.167.230.205:8998,安徽芜湖,5.578
,,,,,,
4小时,2017/6/12 19:15,0.04,HTTPS,123.170.255.105:808,山东滨州,0.2
,,,,,,
72天,2017/6/12 19:15,0.124,HTTP,218.64.93.8:808,江西吉安,0.62
,,,,,,
26分钟,2017/6/12 19:12,0.719,HTTP,49.86.62.157:808,江苏扬州,3.598
,,,,,,
39天,2017/6/12 19:11,0.076,HTTP,175.155.242.202:808,四川德阳,0.38
,,,,,,
1分钟,2017/6/12 19:11,0.169,HTTPS,114.99.7.35:808,安徽安庆,0.846
,,,,,,
31分钟,2017/6/12 19:02,1.228,HTTP,222.94.149.191:808,江苏南京,6.142
,,,,,,
38分钟,2017/6/12 19:01,0.283,HTTPS,115.202.164.152:808,浙江台州,1.416
,,,,,,
1分钟,2017/6/12 19:01,0.536,HTTPS,110.89.154.42:808,福建,2.684
,,,,,,
16分钟,2017/6/12 19:01,0.075,HTTPS,115.213.203.112:808,浙江丽水,0.377
,,,,,,
30分钟,2017/6/12 19:01,0.066,HTTP,115.213.203.146:808,浙江丽水,0.332
,,,,,,
48天,2017/6/12 19:01,0.478,HTTP,49.86.62.4:808,江苏扬州,2.39
,,,,,,
1分钟,2017/6/12 19:01,1.58,HTTP,110.89.155.52:808,福建,7.901
,,,,,,
1天,2017/6/12 19:00,0.798,HTTPS,153.35.163.165:808,江苏,3.993
,,,,,,
1分钟,2017/6/12 19:00,1.478,HTTPS,114.99.23.40:808,安徽安庆,7.391
,,,,,,
4分钟,2017/6/12 19:00,0.257,HTTPS,122.245.66.227:808,浙江宁波,1.288
,,,,,,
1分钟,2017/6/12 18:55,0.857,HTTPS,171.38.155.252:8123,广西钦州,4.285
,,,,,,
1分钟,2017/6/12 18:55,0.051,HTTPS,115.203.92.2:808,浙江台州,0.258
,,,,,,
51天,2017/6/12 18:55,0.105,HTTPS,59.62.127.6:808,江西鹰潭,0.526
,,,,,,
27分钟,2017/6/12 18:50,0.048,HTTPS,123.163.167.184:808,河南三门峡,0.241
,,,,,,
25天,2017/6/12 18:40,0.054,HTTPS,117.91.138.51:808,江苏扬州,0.273
,,,,,,
25天,2017/6/12 18:33,0.355,HTTPS,117.43.0.232:808,江西九江,1.778
,,,,,,
45分钟,2017/6/12 18:31,0.034,HTTP,114.222.9.231:8118,江苏南京,0.173
,,,,,,
1分钟,2017/6/12 18:30,0.288,HTTP,114.239.149.7:808,江苏宿迁市泗阳县,1.444
,,,,,,
38分钟,2017/6/12 18:23,0.833,HTTPS,49.86.62.14:808,江苏扬州,4.166
,,,,,,
1分钟,2017/6/12 18:22,0.447,HTTPS,59.62.166.236:808,江西宜春,2.237
,,,,,,
30天,2017/6/12 18:22,0.077,HTTPS,218.64.92.8:808,江西吉安,0.387
,,,,,,
48分钟,2017/6/12 18:21,0.185,HTTPS,60.184.174.94:808,浙江丽水,0.927
,,,,,,
99天,2017/6/12 18:21,0.054,HTTP,119.5.1.5:808,四川南充,0.273
,,,,,,
47天,2017/6/12 18:21,0.754,HTTPS,119.5.1.79:808,四川南充,3.773
,,,,,,
26天,2017/6/12 18:20,0.221,HTTP,115.215.69.242:808,浙江宁波,1.106
,,,,,,
61天,2017/6/12 18:15,0.46,HTTPS,221.229.47.70:808,江苏扬州,2.3
,,,,,,
57天,2017/6/12 18:15,1.015,HTTPS,221.229.45.184:808,江苏扬州,5.076
,,,,,,
1分钟,2017/6/12 18:15,0.638,HTTP,222.95.22.97:808,江苏南京,3.193
,,,,,,
1分钟,2017/6/12 18:15,0.067,HTTP,123.55.178.208:808,河南三门峡,0.335
,,,,,,
28分钟,2017/6/12 18:12,0.073,HTTPS,123.55.186.169:808,河南三门峡,0.369
,,,,,,
1分钟,2017/6/12 18:11,0.079,HTTPS,183.153.41.38:808,浙江台州,0.399
,,,,,,
49分钟,2017/6/12 18:11,0.333,HTTPS,115.220.147.69:808,浙江宁波,1.665
,,,,,,
1分钟,2017/6/12 18:11,0.344,HTTPS,222.189.244.185:808,江苏扬州,1.72
,,,,,,
1分钟,2017/6/12 18:11,0.654,HTTPS,60.184.175.218:808,浙江丽水,3.27
,,,,,,
56天,2017/6/12 18:10,0.345,HTTPS,171.13.37.228:808,河南,1.726
,,,,,,
1分钟,2017/6/12 18:00,1.101,HTTPS,171.38.140.98:8123,广西钦州,5.508
,,,,,,
1分钟,2017/6/12 18:00,0.983,HTTPS,171.38.130.252:8123,广西钦州,4.917
,,,,,,
49分钟,2017/6/12 18:00,1.008,HTTPS,183.153.0.103:808,浙江台州,5.043
,,,,,,
